trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
188,False,"{'a': 0.2, 'e': 0.8119999999999998}",25,0,-114.5957642630296,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
189,False,"{'a': 0.2, 'e': 0.8109999999999998}",20,2,-17.823577733879535,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
190,False,"{'a': 0.2, 'e': 0.8099999999999998}",35,0,-110.89928406760434,"{0: 25, 1: 4, 2: 4, 3: 0, 4: 2}",0
191,False,"{'a': 0.2, 'e': 0.8089999999999998}",20,0,-19.69730605390837,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
192,False,"{'a': 0.2, 'e': 0.8079999999999998}",20,0,-12.753605962821313,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
193,False,"{'a': 0.2, 'e': 0.8069999999999998}",25,0,-67.20689263161049,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
194,False,"{'a': 0.2, 'e': 0.8059999999999998}",20,0,-90.1895308469389,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 0}",0
195,False,"{'a': 0.2, 'e': 0.8049999999999998}",20,0,-146.69627254466042,"{0: 10, 1: 4, 2: 2, 3: 2, 4: 2}",0
196,False,"{'a': 0.2, 'e': 0.8039999999999998}",25,0,-40.31339647656634,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
197,False,"{'a': 0.2, 'e': 0.8029999999999998}",20,0,-140.9559075454618,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
198,False,"{'a': 0.2, 'e': 0.8019999999999998}",20,0,-79.09383424068159,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
199,False,"{'a': 0.2, 'e': 0.8009999999999998}",20,0,-121.13091858617007,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
200,False,"{'a': 0.2, 'e': 0.7999999999999998}",35,0,-44.596933735320505,"{0: 29, 1: 2, 2: 3, 3: 0, 4: 1}",0
201,False,"{'a': 0.2, 'e': 0.7989999999999998}",30,0,-90.42541004044737,"{0: 18, 1: 2, 2: 10, 3: 0, 4: 0}",0
202,False,"{'a': 0.2, 'e': 0.7979999999999998}",20,5,-39.55307619243192,"{0: 11, 1: 1, 2: 1, 3: 2, 4: 0}",1
203,False,"{'a': 0.2, 'e': 0.7969999999999998}",25,0,-71.22486166434444,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
204,False,"{'a': 0.2, 'e': 0.7959999999999998}",25,0,-63.392908673558125,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
205,False,"{'a': 0.2, 'e': 0.7949999999999998}",20,0,-67.53312200883771,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",1
206,False,"{'a': 0.2, 'e': 0.7939999999999998}",35,0,-147.0321488048622,"{0: 21, 1: 3, 2: 8, 3: 2, 4: 1}",0
207,False,"{'a': 0.2, 'e': 0.7929999999999998}",25,0,-215.79152842701035,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 5}",0
208,False,"{'a': 0.2, 'e': 0.7919999999999998}",20,0,-96.79165901309251,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
209,False,"{'a': 0.2, 'e': 0.7909999999999998}",25,0,-152.18300458163645,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
210,False,"{'a': 0.2, 'e': 0.7899999999999998}",30,0,-133.6773363212506,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
211,False,"{'a': 0.2, 'e': 0.7889999999999998}",20,0,-156.15966715245486,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
212,False,"{'a': 0.2, 'e': 0.7879999999999998}",25,0,-141.48554199395727,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
213,False,"{'a': 0.2, 'e': 0.7869999999999998}",20,0,-124.06342657702486,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
214,False,"{'a': 0.2, 'e': 0.7859999999999998}",25,0,-84.91420802150233,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
215,False,"{'a': 0.2, 'e': 0.7849999999999998}",25,0,-118.32385599652623,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
216,False,"{'a': 0.2, 'e': 0.7839999999999998}",25,0,-79.47380281552296,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
217,False,"{'a': 0.2, 'e': 0.7829999999999998}",20,0,-85.88226617266298,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
218,False,"{'a': 0.2, 'e': 0.7819999999999998}",20,0,-94.97900105086028,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
219,False,"{'a': 0.2, 'e': 0.7809999999999998}",30,0,-201.48954647960142,"{0: 13, 1: 7, 2: 4, 3: 5, 4: 1}",0
220,False,"{'a': 0.2, 'e': 0.7799999999999998}",35,21,-41.59949454259225,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
221,False,"{'a': 0.2, 'e': 0.7789999999999998}",25,0,-37.45702919314431,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
222,False,"{'a': 0.2, 'e': 0.7779999999999998}",20,0,-95.8101288025566,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
223,False,"{'a': 0.2, 'e': 0.7769999999999998}",20,0,-7.528370070224936,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
224,False,"{'a': 0.2, 'e': 0.7759999999999998}",20,0,-111.74711893078245,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
225,False,"{'a': 0.2, 'e': 0.7749999999999998}",20,0,-61.45118254900038,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
226,False,"{'a': 0.2, 'e': 0.7739999999999998}",25,11,-96.76654875542555,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 2}",1
227,False,"{'a': 0.2, 'e': 0.7729999999999998}",35,0,-188.4435518149151,"{0: 21, 1: 3, 2: 8, 3: 0, 4: 3}",0
228,False,"{'a': 0.2, 'e': 0.7719999999999998}",20,0,-70.99439796327727,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
229,False,"{'a': 0.2, 'e': 0.7709999999999998}",20,0,-112.50215387899824,"{0: 13, 1: 0, 2: 3, 3: 3, 4: 1}",0
230,False,"{'a': 0.2, 'e': 0.7699999999999998}",20,0,-73.35505301806438,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
231,False,"{'a': 0.2, 'e': 0.7689999999999998}",20,0,-130.60720231081058,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
232,False,"{'a': 0.2, 'e': 0.7679999999999998}",20,10,-28.26346478264684,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
233,False,"{'a': 0.2, 'e': 0.7669999999999998}",25,0,-68.46694776547292,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
234,False,"{'a': 0.2, 'e': 0.7659999999999998}",25,16,-3.7631149729436952,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.2, 'e': 0.7649999999999998}",25,3,-4.444558427349041,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
236,False,"{'a': 0.2, 'e': 0.7639999999999998}",20,0,-73.34473507066043,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
237,False,"{'a': 0.2, 'e': 0.7629999999999998}",20,0,-26.93661231759771,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
238,False,"{'a': 0.2, 'e': 0.7619999999999998}",20,0,-131.00024542392674,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
239,False,"{'a': 0.2, 'e': 0.7609999999999998}",20,0,-107.24158227147572,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
240,False,"{'a': 0.2, 'e': 0.7599999999999998}",25,0,-114.28031000583962,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
241,False,"{'a': 0.2, 'e': 0.7589999999999998}",30,0,-96.48093784932783,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
242,False,"{'a': 0.2, 'e': 0.7579999999999998}",20,0,-50.41413170151056,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
243,False,"{'a': 0.2, 'e': 0.7569999999999998}",20,0,-66.80476786454855,"{0: 14, 1: 1, 2: 2, 3: 3, 4: 0}",0
244,False,"{'a': 0.2, 'e': 0.7559999999999998}",30,0,-67.57990828708519,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
245,False,"{'a': 0.2, 'e': 0.7549999999999998}",25,0,-86.20800932185465,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
246,False,"{'a': 0.2, 'e': 0.7539999999999998}",25,13,-28.736536795805367,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
247,False,"{'a': 0.2, 'e': 0.7529999999999998}",25,0,-82.8561732741642,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
248,False,"{'a': 0.2, 'e': 0.7519999999999998}",25,0,-126.15920213592598,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
249,False,"{'a': 0.2, 'e': 0.7509999999999998}",30,0,-98.68192436676482,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
250,False,"{'a': 0.2, 'e': 0.7499999999999998}",20,0,-2.718263152401723,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
251,False,"{'a': 0.2, 'e': 0.7489999999999998}",20,0,-46.9210264183861,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
252,False,"{'a': 0.2, 'e': 0.7479999999999998}",25,3,-8.729763528549213,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
253,False,"{'a': 0.2, 'e': 0.7469999999999998}",20,3,-119.43304768573896,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 2}",1
254,False,"{'a': 0.2, 'e': 0.7459999999999998}",25,0,-50.41513958106944,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
255,False,"{'a': 0.2, 'e': 0.7449999999999998}",20,5,-58.39698505235391,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 1}",1
256,False,"{'a': 0.2, 'e': 0.7439999999999998}",25,0,-138.343119987658,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
257,False,"{'a': 0.2, 'e': 0.7429999999999998}",25,0,-181.78876398769216,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 4}",0
258,False,"{'a': 0.2, 'e': 0.7419999999999998}",30,0,-31.25595325671469,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
259,False,"{'a': 0.2, 'e': 0.7409999999999998}",25,0,-65.18398361250992,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
260,False,"{'a': 0.2, 'e': 0.7399999999999998}",20,0,-25.56071130965957,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
261,False,"{'a': 0.2, 'e': 0.7389999999999998}",30,0,-83.39150930872415,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
262,False,"{'a': 0.2, 'e': 0.7379999999999998}",20,11,-6.687129648709261,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.2, 'e': 0.7369999999999998}",25,0,-39.19789199199214,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
264,False,"{'a': 0.2, 'e': 0.7359999999999998}",20,5,-2.5285039134548457,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
265,False,"{'a': 0.2, 'e': 0.7349999999999998}",20,0,-101.122534764718,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
266,False,"{'a': 0.2, 'e': 0.7339999999999998}",35,0,-117.86065965422443,"{0: 27, 1: 4, 2: 1, 3: 0, 4: 3}",0
267,False,"{'a': 0.2, 'e': 0.7329999999999998}",20,0,-83.28816139983428,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
268,False,"{'a': 0.2, 'e': 0.7319999999999998}",30,0,-50.2259364739244,"{0: 22, 1: 4, 2: 3, 3: 1, 4: 0}",0
269,False,"{'a': 0.2, 'e': 0.7309999999999998}",20,0,-84.25957686560571,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
270,False,"{'a': 0.2, 'e': 0.7299999999999998}",20,0,-26.142600508491057,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
271,False,"{'a': 0.2, 'e': 0.7289999999999998}",20,0,-17.71265184223198,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
272,False,"{'a': 0.2, 'e': 0.7279999999999998}",20,12,-0.04320126177425987,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.7269999999999998}",20,4,-13.84988276369443,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
274,False,"{'a': 0.2, 'e': 0.7259999999999998}",20,2,-52.54847490380171,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
275,False,"{'a': 0.2, 'e': 0.7249999999999998}",25,14,-1.9429449585794667,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.2, 'e': 0.7239999999999998}",20,0,-19.493538907868,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
277,False,"{'a': 0.2, 'e': 0.7229999999999998}",25,0,-96.00191382370683,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
278,False,"{'a': 0.2, 'e': 0.7219999999999998}",20,0,-51.06141367224205,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
279,False,"{'a': 0.2, 'e': 0.7209999999999998}",25,0,-81.49985531807552,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
280,False,"{'a': 0.2, 'e': 0.7199999999999998}",20,10,1.6309155440138015,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.2, 'e': 0.7189999999999998}",20,0,-26.425224828081628,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
282,False,"{'a': 0.2, 'e': 0.7179999999999997}",20,0,-135.15254870008556,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
283,False,"{'a': 0.2, 'e': 0.7169999999999997}",25,5,-13.778175776876111,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
284,False,"{'a': 0.2, 'e': 0.7159999999999997}",25,9,-16.884043134016707,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
285,False,"{'a': 0.2, 'e': 0.7149999999999997}",30,0,-121.08607223114028,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
286,False,"{'a': 0.2, 'e': 0.7139999999999997}",20,0,-180.0991748079039,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 4}",0
287,False,"{'a': 0.2, 'e': 0.7129999999999997}",30,0,-140.9049723224044,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
288,False,"{'a': 0.2, 'e': 0.7119999999999997}",20,0,-86.61976992545132,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
289,False,"{'a': 0.2, 'e': 0.7109999999999997}",25,0,-48.802824289698194,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
290,False,"{'a': 0.2, 'e': 0.7099999999999997}",20,0,-17.81434939114735,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
291,False,"{'a': 0.2, 'e': 0.7089999999999997}",25,15,7.6745539634668845,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.2, 'e': 0.7079999999999997}",25,0,-141.74449617653434,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
293,False,"{'a': 0.2, 'e': 0.7069999999999997}",25,12,-5.852644612626727,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
294,False,"{'a': 0.2, 'e': 0.7059999999999997}",25,13,-64.62521576902061,"{0: 7, 1: 3, 2: 0, 3: 1, 4: 1}",1
295,False,"{'a': 0.2, 'e': 0.7049999999999997}",25,0,-39.8754260201797,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
296,False,"{'a': 0.2, 'e': 0.7039999999999997}",30,0,-52.54142627720164,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
297,False,"{'a': 0.2, 'e': 0.7029999999999997}",25,10,0.5269217909403197,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
298,False,"{'a': 0.2, 'e': 0.7019999999999997}",20,0,-91.11714766216099,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
299,False,"{'a': 0.2, 'e': 0.7009999999999997}",20,0,-57.7875560709617,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
300,False,"{'a': 0.2, 'e': 0.6999999999999997}",20,0,-72.88509798269182,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
301,False,"{'a': 0.2, 'e': 0.6989999999999997}",25,0,-46.801791483442265,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
302,False,"{'a': 0.2, 'e': 0.6979999999999997}",30,0,-160.49938991097838,"{0: 20, 1: 3, 2: 3, 3: 1, 4: 3}",0
303,False,"{'a': 0.2, 'e': 0.6969999999999997}",25,5,-117.65440765371252,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",1
304,False,"{'a': 0.2, 'e': 0.6959999999999997}",30,0,-28.79469592730607,"{0: 22, 1: 5, 2: 3, 3: 0, 4: 0}",0
305,False,"{'a': 0.2, 'e': 0.6949999999999997}",20,0,-95.49572722548677,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
306,False,"{'a': 0.2, 'e': 0.6939999999999997}",25,0,-169.6620606669589,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 4}",0
307,False,"{'a': 0.2, 'e': 0.6929999999999997}",25,0,-110.79465995848842,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
308,False,"{'a': 0.2, 'e': 0.6919999999999997}",25,0,-115.76632632119801,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
309,False,"{'a': 0.2, 'e': 0.6909999999999997}",20,0,-45.09375302701226,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
310,False,"{'a': 0.2, 'e': 0.6899999999999997}",25,0,-85.84105703696052,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
311,False,"{'a': 0.2, 'e': 0.6889999999999997}",25,4,-18.858986874097546,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.6879999999999997}",20,0,-47.19992265581676,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
313,False,"{'a': 0.2, 'e': 0.6869999999999997}",20,0,-151.55751987675222,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
314,False,"{'a': 0.2, 'e': 0.6859999999999997}",20,0,-86.3137151172921,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
315,False,"{'a': 0.2, 'e': 0.6849999999999997}",20,0,-29.94327969026323,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
316,False,"{'a': 0.2, 'e': 0.6839999999999997}",25,0,-76.64578385518837,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
317,False,"{'a': 0.2, 'e': 0.6829999999999997}",20,2,-65.70524217685438,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
318,False,"{'a': 0.2, 'e': 0.6819999999999997}",20,0,-148.4171395519411,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
319,False,"{'a': 0.2, 'e': 0.6809999999999997}",30,0,-58.95409140475047,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
320,False,"{'a': 0.2, 'e': 0.6799999999999997}",25,0,-61.63347611905272,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
321,False,"{'a': 0.2, 'e': 0.6789999999999997}",20,8,-55.161309994563034,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
322,False,"{'a': 0.2, 'e': 0.6779999999999997}",20,0,-45.610690267105504,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
323,False,"{'a': 0.2, 'e': 0.6769999999999997}",25,16,-19.611598391429887,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
324,False,"{'a': 0.2, 'e': 0.6759999999999997}",25,12,-11.664836559130205,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
325,False,"{'a': 0.2, 'e': 0.6749999999999997}",25,3,-48.22806376291204,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
326,False,"{'a': 0.2, 'e': 0.6739999999999997}",20,2,-61.423195709463954,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 0}",1
327,False,"{'a': 0.2, 'e': 0.6729999999999997}",20,8,-39.53689806195244,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
328,False,"{'a': 0.2, 'e': 0.6719999999999997}",25,2,-12.375671546496289,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 0}",1
329,False,"{'a': 0.2, 'e': 0.6709999999999997}",25,0,-46.70694231577897,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
330,False,"{'a': 0.2, 'e': 0.6699999999999997}",20,0,-59.60185269992787,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
331,False,"{'a': 0.2, 'e': 0.6689999999999997}",20,0,-112.48861475666826,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
332,False,"{'a': 0.2, 'e': 0.6679999999999997}",20,0,-36.15911345532561,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
333,False,"{'a': 0.2, 'e': 0.6669999999999997}",20,8,-8.466128101070751,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.6659999999999997}",25,0,-9.73683610850221,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
335,False,"{'a': 0.2, 'e': 0.6649999999999997}",20,6,-26.741836636103148,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
336,False,"{'a': 0.2, 'e': 0.6639999999999997}",25,0,-111.02996700994824,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
337,False,"{'a': 0.2, 'e': 0.6629999999999997}",20,0,-210.11836334105067,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 5}",0
338,False,"{'a': 0.2, 'e': 0.6619999999999997}",25,0,-84.9987312611797,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
339,False,"{'a': 0.2, 'e': 0.6609999999999997}",20,0,-15.236255803685022,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
340,False,"{'a': 0.2, 'e': 0.6599999999999997}",25,0,-131.56312184679925,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
341,False,"{'a': 0.2, 'e': 0.6589999999999997}",25,3,-6.990187006730126,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.2, 'e': 0.6579999999999997}",25,11,13.76084115156886,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.2, 'e': 0.6569999999999997}",30,9,-109.69506339875511,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 3}",1
344,False,"{'a': 0.2, 'e': 0.6559999999999997}",25,0,-39.93648806527245,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",1
345,False,"{'a': 0.2, 'e': 0.6549999999999997}",25,12,-19.725924170331858,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.6539999999999997}",35,0,-102.89255303858373,"{0: 25, 1: 5, 2: 3, 3: 0, 4: 2}",0
347,False,"{'a': 0.2, 'e': 0.6529999999999997}",20,0,-16.065830975300248,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
348,False,"{'a': 0.2, 'e': 0.6519999999999997}",25,0,-40.91721650304152,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
349,False,"{'a': 0.2, 'e': 0.6509999999999997}",25,0,-53.05733350417624,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
350,False,"{'a': 0.2, 'e': 0.6499999999999997}",20,9,-35.62377034967837,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
351,False,"{'a': 0.2, 'e': 0.6489999999999997}",20,8,5.618652567097326,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.2, 'e': 0.6479999999999997}",20,0,-20.959471715935234,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
353,False,"{'a': 0.2, 'e': 0.6469999999999997}",25,0,-147.14771132640047,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
354,False,"{'a': 0.2, 'e': 0.6459999999999997}",30,0,-140.32962845238626,"{0: 19, 1: 5, 2: 2, 3: 2, 4: 2}",0
355,False,"{'a': 0.2, 'e': 0.6449999999999997}",20,6,-34.12074898244439,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
356,False,"{'a': 0.2, 'e': 0.6439999999999997}",20,11,-20.642236836147326,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.6429999999999997}",25,0,-112.89031853442032,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
358,False,"{'a': 0.2, 'e': 0.6419999999999997}",30,0,-125.332093264048,"{0: 21, 1: 0, 2: 7, 3: 0, 4: 2}",0
359,False,"{'a': 0.2, 'e': 0.6409999999999997}",25,0,-74.44794841129,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
360,False,"{'a': 0.2, 'e': 0.6399999999999997}",25,14,-45.15525640895398,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
361,False,"{'a': 0.2, 'e': 0.6389999999999997}",20,0,-66.9643630940708,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
362,False,"{'a': 0.2, 'e': 0.6379999999999997}",25,0,-27.998019177125887,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
363,False,"{'a': 0.2, 'e': 0.6369999999999997}",20,0,-41.45477844137887,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
364,False,"{'a': 0.2, 'e': 0.6359999999999997}",30,0,-59.435034282380705,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
365,False,"{'a': 0.2, 'e': 0.6349999999999997}",25,0,-92.49490991321417,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
366,False,"{'a': 0.2, 'e': 0.6339999999999997}",25,0,-77.09499703934216,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
367,False,"{'a': 0.2, 'e': 0.6329999999999997}",25,0,-45.49766682540575,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
368,False,"{'a': 0.2, 'e': 0.6319999999999997}",20,0,-83.0007396127024,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
369,False,"{'a': 0.2, 'e': 0.6309999999999997}",30,0,-137.5552653506257,"{0: 22, 1: 3, 2: 0, 3: 2, 4: 3}",0
370,False,"{'a': 0.2, 'e': 0.6299999999999997}",20,0,-45.575804332712785,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
