trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
887,False,"{'a': 0.2, 'e': 0.11299999999999921}",30,23,11.959472133190882,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.2, 'e': 0.11199999999999921}",20,15,7.921373026773545,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.2, 'e': 0.11099999999999921}",25,16,13.895177140192354,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.2, 'e': 0.10999999999999921}",20,14,11.394733768595543,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.2, 'e': 0.10899999999999921}",30,10,32.85831750895015,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.2, 'e': 0.10799999999999921}",20,7,14.235211437409719,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
893,False,"{'a': 0.2, 'e': 0.1069999999999992}",20,0,-1.7505581567454402,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
894,False,"{'a': 0.2, 'e': 0.1059999999999992}",25,17,1.6742007916472486,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
895,False,"{'a': 0.2, 'e': 0.1049999999999992}",20,12,3.5760796051164445,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
896,False,"{'a': 0.2, 'e': 0.1039999999999992}",30,20,9.786012003823652,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
897,False,"{'a': 0.2, 'e': 0.1029999999999992}",30,19,3.103903523671452,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
898,False,"{'a': 0.2, 'e': 0.1019999999999992}",25,7,-19.077055502756284,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
899,False,"{'a': 0.2, 'e': 0.1009999999999992}",30,14,-2.609611088367671,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
900,False,"{'a': 0.2, 'e': 0.0999999999999992}",20,11,13.943742992030934,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.2, 'e': 0.0989999999999992}",20,7,17.114913992641647,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.2, 'e': 0.0979999999999992}",25,8,10.05700890012434,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
903,False,"{'a': 0.2, 'e': 0.0969999999999992}",25,0,19.972241760042632,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
904,False,"{'a': 0.2, 'e': 0.0959999999999992}",20,7,23.245643566474936,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.2, 'e': 0.0949999999999992}",20,12,14.473200131879613,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.2, 'e': 0.0939999999999992}",20,0,17.316933451603575,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
907,False,"{'a': 0.2, 'e': 0.0929999999999992}",20,0,17.636274731634895,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
908,False,"{'a': 0.2, 'e': 0.0919999999999992}",20,5,12.5955682896919,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
909,False,"{'a': 0.2, 'e': 0.09099999999999919}",25,17,17.059004405587775,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.2, 'e': 0.08999999999999919}",25,14,17.3211996308503,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.2, 'e': 0.08899999999999919}",20,6,22.529947528690748,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.2, 'e': 0.08799999999999919}",20,10,18.519172223791635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.2, 'e': 0.08699999999999919}",25,10,24.550063507179203,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.2, 'e': 0.08599999999999919}",25,14,17.873231483784338,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.2, 'e': 0.08499999999999919}",20,16,7.60394030205695,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.2, 'e': 0.08399999999999919}",30,19,20.643773242176554,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.2, 'e': 0.08299999999999919}",25,4,-10.78681910538382,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
918,False,"{'a': 0.2, 'e': 0.08199999999999918}",30,0,-19.326736827269585,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
919,False,"{'a': 0.2, 'e': 0.08099999999999918}",20,11,15.496695281328876,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.2, 'e': 0.07999999999999918}",20,0,11.323235408844962,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
921,False,"{'a': 0.2, 'e': 0.07899999999999918}",30,18,21.620256990477113,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.2, 'e': 0.07799999999999918}",25,15,5.313434720569136,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
923,False,"{'a': 0.2, 'e': 0.07699999999999918}",20,10,18.998195288046517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.2, 'e': 0.07599999999999918}",20,8,19.869570984942676,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.2, 'e': 0.07499999999999918}",25,15,15.815414927896429,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.2, 'e': 0.07399999999999918}",20,0,23.188146035193924,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
927,False,"{'a': 0.2, 'e': 0.07299999999999918}",20,0,31.329856576675684,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.2, 'e': 0.07199999999999918}",25,15,19.231063581282196,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.2, 'e': 0.07099999999999917}",25,3,34.11638918575035,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.2, 'e': 0.06999999999999917}",20,1,7.00982227426909,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
931,False,"{'a': 0.2, 'e': 0.06899999999999917}",25,13,22.525801151512617,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.2, 'e': 0.06799999999999917}",20,12,2.3064649814155676,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
933,False,"{'a': 0.2, 'e': 0.06699999999999917}",30,18,-33.65099982625574,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
934,False,"{'a': 0.2, 'e': 0.06599999999999917}",20,0,13.298623029206972,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
935,False,"{'a': 0.2, 'e': 0.06499999999999917}",20,13,14.093135233501535,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.2, 'e': 0.06399999999999917}",20,14,12.241119307328312,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.2, 'e': 0.06299999999999917}",20,11,15.50019979422305,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.2, 'e': 0.06199999999999917}",20,3,18.74544899579266,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
939,False,"{'a': 0.2, 'e': 0.060999999999999166}",20,11,3.0743129984376223,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
940,False,"{'a': 0.2, 'e': 0.059999999999999165}",25,11,14.347631836341186,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
941,False,"{'a': 0.2, 'e': 0.058999999999999164}",20,16,7.162702475598647,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.2, 'e': 0.05799999999999916}",25,11,27.443231368098157,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.2, 'e': 0.05699999999999916}",25,20,7.232871975989118,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.2, 'e': 0.05599999999999916}",20,10,-23.256971280527534,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
945,False,"{'a': 0.2, 'e': 0.05499999999999916}",20,15,9.926515971135846,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.2, 'e': 0.05399999999999916}",25,7,32.174109283004505,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.2, 'e': 0.05299999999999916}",30,18,19.788763303503334,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.2, 'e': 0.05199999999999916}",20,0,28.143993642972013,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
949,False,"{'a': 0.2, 'e': 0.05099999999999916}",25,11,22.503484160746027,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.2, 'e': 0.049999999999999156}",25,8,29.101818814621257,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,14,12.405575651912278,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,15,20.110752966542517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,8,35.764330332446725,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,13,16.85451796330997,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,15,20.08235316935246,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,12,23.012803234080856,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,14,12.105586477987062,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,19,21.51860696315924,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,12,16.82076713016793,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,12,33.08940235680113,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
